0,,"内容は廃墟などに棲みついた魔物退治が
一般的だが――","The requests usually involve exterminating monsters
that have taken up residence in ruins.",ui\00_message\quest\q20000004.gmd,\quest\q20000004.arc,q20000004.arc,2,Joseph
0,,"付近住民に被害があってからでは遅いぞ
急げ！","It'll be too late once nearby residents are harmed.
Hurry!",ui\00_message\quest\q20000008.gmd,\quest\q20000008.arc,q20000008.arc,18,Arisen Corps Regimental Soldier
0,,"ああ、覚者さん――
少し頼みたいことがあるんだ","Ah, Arisen...
there's something I'd like to ask of you.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,0,Henry
0,,"知っているかもしれないが
最近村で体調を崩す者が多くてな","You may already know,
but recently many people in the village have fallen ill.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,1,Henry
0,,"白竜神殿のヴァイスロットから薬を
受け取ってきてくれないか
今のままじゃ足りるか不安でね
頼むよ","Could you pick up medicine
from Vicelot at the White Dragon Temple?
I'm worried we won't have enough at this rate.
Please.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,2,Henry
0,,"ああ、覚者さん――
頼みたいことがあるんだ","Ah, Arisen...
there's something I'd like to ask.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,3,Henry
0,,"知っているかもしれないが
最近村で体調を崩す者が多くてな
思ったより早く薬の在庫がなくなりそうなんだ","You may already know,
but recently many people in the village have fallen ill,
and our medicine stock may run out sooner than expected.
",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,4,Henry
0,,"白竜神殿のヴァイスロットから薬を
受け取ってきてくれないか
勝手な願いってのは承知だが、急いでほしいんだ
頼むよ","Could you pick up medicine
from Vicelot at the White Dragon Temple?
I know it's a selfish request, but please hurry.
I'm counting on you.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,5,Henry
0,,"ああ、覚者さん――！
悪いが頼みたいことがあるんだ","Ah, Arisen...!
Sorry, but I need to ask you something.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,6,Henry
0,,"知っているかもしれないが
最近村で体調を崩す者が多くてな
もうほとんど薬の在庫がないんだ――","You may already know,
but recently many people in the village have fallen ill,
and we're almost completely out of medicine...",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,7,Henry
0,,"白竜神殿のヴァイスロットから薬を
受け取ってきてくれないか
勝手な願いってのは承知だが
急いでほしいんだ、頼むよ","Could you pick up medicine
from Vicelot at the White Dragon Temple?
I know it's a selfish request,
but please hurry—I'm begging you.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,8,Henry
0,,"あんたがヘンリーの代理か
話は聞いている
薬の件だな？","So you're Henry's representative.
I've heard about it.
It's about the medicine, right?",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,9,Vicelot
0,,"だが間の悪い事に、調合用の素材を
ちょうど切らしていたんだ
少し数が足りない分、調達してきて
くれないか？","Unfortunately, we've just run out
of the materials needed for mixing.
Could you gather
the small amount we're missing?",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,10,Vicelot
0,,"持ってきてくれたか
よし、後は任せておけ","You brought them?
Good—leave the rest to me.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,11,Vicelot
0,,"――よし、これでいい
急いで持って行ってやれ","All right, that will do.
Take it and hurry back with it.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,12,Vicelot
0,,"頼むぜ
あと少し素材が必要なんだ","I'm counting on you.
We just need a few more materials.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,13,Vicelot
0,,"揃いさえすれば、後は混ぜるだけ
なんだが――","Once we have everything,
it's just a matter of mixing them.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,14,Vicelot
0,,"さぁ、急いで持って行ってやれ
のんびりしてる場合じゃないぞ","Go on, take it and hurry back.
This is no time to dawdle.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,15,Vicelot
0,,"おぉ、持ってきてくれたか
これでしばらくはもつだろう","Oh, you brought it.
This should last us for a while.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,16,Henry
0,,助かった、礼を言うよ,You saved us—thank you.,ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,17,Henry
0,,"おぉ、持ってきてくれたか
待っていたよ
これでしばらくは安心だ","Oh, you brought it.
I've been waiting.
We can rest easy for a while now.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,18,Henry
0,,急な頼みを聞いてくれて感謝する,Thank you for answering such a sudden request.,ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,19,Henry
0,,"おぉ、持ってきてくれたか！
良かった――
これで何とか当分しのげそうだよ","Oh, you brought it!
That's a relief—
this should get us through for now.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,20,Henry
0,,"あなたが来てくれなかったらと思うと
とても恐ろしい
本当に感謝する","Just thinking about what would've happened
if you hadn't come is terrifying.
I'm truly grateful.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,21,Henry
0,,"すまないが、できれば急いで
もらいたいんだ","Sorry, but if possible,
I'd like you to hurry.",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,22,Henry
0,,強く言えた立場じゃないんだが――,"It's not really my place to say it so forcefully, but—",ui\00_message\quest\q20000009.gmd,\quest\q20000009.arc,q20000009.arc,23,Henry
0,,"ジンゲンまで届け物があるんだけど
道中が物騒で困ってるのよ","I have a delivery to make to Jingen,
but the road has become dangerous, and I'm at a loss.",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,0,Woman
0,,"悪いんだけど、厄介そうなのを
退治してくれないかしら？","Sorry to ask, but could you
take care of whatever's causing trouble?",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,1,Woman
0,,"ジンゲンまで届け物があるんだけど
あまりに道中が不安で足止めをくってたの","I have a delivery to make to Jingen,
but the road felt so unsafe that I've been stuck here.",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,2,Woman
0,,"なんだか、かなり危なそうなのがいてね
このままじゃさすがに通れそうにないの
お願い、退治してくれないかしら","There's something that looks extremely dangerous.
At this rate, I really don't think I can get through.
Please, could you take care of it?",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,3,Woman
0,,でも、怪我だけはしないようにね,"But please, don't get hurt.",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,4,Woman
0,,"ジンゲンまで届け物があるんだけど――
どうしよう――！","I have a delivery to make to Jingen, but...
What should I do?!",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,5,Woman
0,,"ここにあんな化け物が出るなんて聞いてない
っていうか、このままじゃ誰もこの道を
通れないんじゃないかしら","I never heard anything about a monster like that appearing here.
I mean, at this rate, no one will
be able to use this road at all.",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,6,Woman
0,,"ねぇ、なんとか退治してもらえないかしら
この通り困ってるの","Please, couldn't you do something about it?
As you can see, I'm really in trouble.",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,7,Woman
0,,"でも、無理ならあきらめて戻ってくるのよ？
命かけろなんて言ってないからね","But if it's too much, come back and give up, okay?
I'm not asking you to risk your life.",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,8,Woman
0,,"あ、無事だった？　良かったわ
これで何とかジンゲンまで行けそう","Ah, you're safe? That's a relief.
Looks like I can make it to Jingen now.",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,9,Woman
0,,"この辺りは、特に物取りや魔物が
集まりやすいの
また何かあったらヨロシクね","This area tends to attract
thieves and monsters in particular.
If anything happens again, I'm counting on you.",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,10,Woman
0,,"あ、無事だった？　良かったわ
いかにも危なそうだったから心配だったの
これで何とかジンゲンまで行けそう","Ah, you're safe? I'm glad.
It looked really dangerous, so I was worried.
Looks like I can make it to Jingen now.",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,11,Woman
0,,"この辺りは、特に物取りや魔物が
集まりやすいの
また何かあったらヨロシクね","This area tends to attract
thieves and monsters in particular.
If anything happens again, I'm counting on you.",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,12,Woman
0,,"あ、無事だった？　良かったわ
あんな魔物を倒せるなんてスゴいじゃない
これで何とかジンゲンまで行けそう","Ah, you're safe? That's a relief.
Defeating a monster like that is amazing!
Looks like I can make it to Jingen now.",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,13,Woman
0,,"この辺り、たまにああいう危ないのが出るみたい
もしまた何かあったらヨロシクね","It seems dangerous things like that appear around here from time to time.
If anything happens again, I'm counting on you.",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,14,Woman
0,,"どう？　何とかなりそう？
無理ならミスリウの方から行くしかないけど
ずいぶん遠回りなのよね","So? Do you think it'll work out?
If not, we'll have to go around by way of Mysree,
but that's a huge detour.",ui\00_message\quest\q20000010.gmd,\quest\q20000010.arc,q20000010.arc,15,Woman
0,,"ちょっとお願いがあるんだけど
聞くだけ聞く？","I have a small favor to ask—
would you at least hear me out?",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,0,Klaus
0,,"実は半ば趣味なんだけど読めないくらい
ボロい資料や、今じゃ使い方も
わからないような道具とかを集めていてさ","To be honest, it's somewhat of a hobby, but 
I collect manuscripts so worn they're 
barely readable, and tools so old
no one even knows how to use them anymore.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,1,Klaus
0,,"最近も近くの遺跡で見つかったらしいんだけど
忙しくて取りにいけないんだ
代わりに行ってくれないかな？","Apparently some were found at nearby ruins recently,
but I've been too busy to go get them.
Could you go in my place?",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,2,Klaus
0,,"頼む――このとおり！
気になって仕事が手につかないんだ
宝箱に入ってるから、それをヒョイって
持ってきてくれればいいんだ","I'm begging you—just like this!
I can't concentrate on my work thinking about it.
They're in a treasure chest, so just grab it
and bring it back.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,3,Klaus
0,,"ちょっとお願いがあるんだけど
聞くだけ聞く？","I have a small favor to ask—
would you at least hear me out?",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,4,Klaus
0,,"実は半ば趣味なんだけど読めないくらい
ボロい資料や、今じゃ使い方も
わからないような道具とかを集めていてさ","To be honest, it's somewhat of a hobby, but 
I collect manuscripts so worn they're 
barely readable, and tools so old
no one even knows how to use them anymore.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,5,Klaus
0,,"最近も近くの遺跡で見つかったらしいんだけど
忙しくて取りにいけないんだ
代わりに行ってくれないかな？","Apparently some were found at nearby ruins recently,
but I've been too busy to go get them.
Could you go in my place?",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,6,Klaus
0,,"頼む――このとおり！
気になって仕事が手につかないんだ","I'm begging you—just like this!
I can't concentrate on my work thinking about it.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,7,Klaus
0,,"男が物々交換を持ちかけてくるはずだから
言うことをきいてやってほしい
面倒くさくてごめんよ","A man should approach you proposing a barter,
so please go along with what he says.
Sorry for the hassle.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,8,Klaus
0,,"ちょっとお願いがあるんだけど
聞くだけ聞く？","I have a small favor to ask—
would you at least hear me out?",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,9,Klaus
0,,"実は半ば趣味なんだけど読めないくらい
ボロい資料や、今じゃ使い方も
わからないような道具とかを集めていてさ","To be honest, it's somewhat of a hobby, but 
I collect manuscripts so worn they're 
barely readable, and tools so old
no one even knows how to use them anymore.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,10,Klaus
0,,"最近も近くの遺跡で見つかったらしいんだけど
忙しくて取りにいけないんだ
代わりに行ってくれないかな？","Apparently some were found at nearby ruins recently,
but I've been too busy to go get them.
Could you go in my place?",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,11,Klaus
0,,"頼む――このとおり！
気になって仕事が手につかないんだ","I'm begging you—just like this!
I can't concentrate on my work thinking about it.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,12,Klaus
0,,"お宝は魔物が体内に取り込んでいるらしいから
そいつを倒せば手に入るはず
魔物退治は喜ばれるし一石二鳥だね！","It seems the treasure is inside a monster's body,
so if you defeat it, you should be able to get it.
And monster hunting is always welcome — two birds with one stone!",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,13,Klaus
0,,"ふん、クラウスの使いか
奴も偉くなったもんだな","Hmph, Klaus's errand-runner, huh.
He's really risen in status, hasn't he.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,14,Bandit
0,,"このお宝を手に入れるために
随分と苦労したんだ――
どうしてもというなら、礼を先払いしてもらいたいね","I went through a lot of trouble
to get my hands on this treasure—
if you insist, I'll want my reward paid in advance.
",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,15,Bandit
0,,"ほう、本当に持ってくるとはな
ってことはこのお宝は本物のお宝かよ
そういうことなら、これは渡せないな――","Oh? You actually brought it back.
Which means this treasure really is the real deal.
If that's the case, I can't hand it over—",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,16,Bandit
0,,"って冗談だって！
ほら、持っていけ――クラウスによろしくな","I'm joking!
Here, take it—and give my regards to Klaus.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,17,Bandit
0,,"へえ――掘り出し物ってこれだったのか！
うーん、調べがいがあるよ
ありがとう、また頼むね","Heh—so this is the hidden gem!
Hmm, this will be worth investigating.
Thanks—I'll ask you again sometime.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,18,Klaus
0,,"ふーん、これかあ！
確かにこれは素晴らしい――
こんなに完全な形で出るのは珍しいんだ","I see—so this is it!
This really is remarkable.
It's rare to find something in such perfect condition.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,19,Klaus
0,,"うん、ありがとう
また頼むよ","Yeah, thanks.
I'll ask you again.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,20,Klaus
0,,"うわ！　これ！？
これは本当に珍しくて凄いものだよ！
手に入れるのは大変だったろう？","Whoa! This!?
This is truly rare—an incredible find!
It must have been hard to obtain, right?",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,21,Klaus
0,,"君は本当に頼りになるね
これからも、ここぞって時は君に頼ませてよ
もちろんお礼はするからね","You're really dependable.
From now on, I'll rely on you when it really counts.
Of course, I'll make it worth your while.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,22,Klaus
0,,"忙しい時は断ってもらった方が
僕も気が楽だな","If you're busy, I'd rather you just say no—
it puts my mind at ease.",ui\00_message\quest\q20000011.gmd,\quest\q20000011.arc,q20000011.arc,23,Klaus
0,,"嘆願書がたまっているのだが――
また頼めないだろうか","Petitions have been piling up...
could I trouble you again?",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,0,Joseph
0,,"少々遠い村からの依頼でな――
そういう場所の実状を知っておくのも
大切なことだ","It's a request from a rather distant village—
understanding the realities of such places
is important too.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,1,Joseph
0,,"誓願の内容は魔物退治と陳情だ
しっかり話を聞いてくるんだな","The task involves monster extermination and a petition.
Make sure you listen carefully.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,2,Joseph
0,,"嘆願書がたまっているのだが――
また頼めないだろうか","Petitions have been piling up...
could I trouble you again?",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,3,Joseph
0,,"少々遠い村からの依頼でな――
そういう場所の実状を知っておくのも
大切なことだ","It's a request from a rather distant village—
understanding the realities of such places
is important too.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,4,Joseph
0,,"誓願の内容は魔物退治と陳情だ
しっかり話を聞いてくるんだな","The task involves monster extermination and a petition.
Make sure you listen carefully.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,5,Joseph
0,,"魔物はそこそこ強く、数も多いらしい
油断は禁物だぞ","The monsters are said to be fairly strong,
and numerous as well.
Don't let your guard down.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,6,Joseph
0,,"嘆願書がたまっているのだが――
また頼めないだろうか","Petitions have been piling up...
could I trouble you again?",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,7,Joseph
0,,"少々遠い村からの依頼でな――
そういう場所の実状を知っておくのも
大切なことだ","It's a request from a rather distant village—
understanding the realities of such places
is important too.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,8,Joseph
0,,"誓願の内容は魔物退治と陳情だ
しっかり話を聞いてくるんだな","The task involves monster extermination and a petition.
Make sure you listen carefully.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,9,Joseph
0,,"魔物はかなり数が多いらしく――
しかも、どちらかと言えば強い部類らしい
心して、戦ってくれ","The monsters are said to be quite numerous—
and on top of that, they're on the stronger side.
Steel yourself and fight.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,10,Joseph
0,,"おいおい、神殿から来た覚者さんかよ
嘆願書ってこっからでも届くんだな","Hey, hey—you're an Arisen from the temple?
So petitions reach even out here, huh.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,11,Jordan
0,,"でも――ふん、正直今さらって感じだぜ
あんたが来るまでに何人死んだと思う？","But—hmph, honestly, it feels too late now.
How many do you think died before you got here?",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,12,Jordan
0,,"来てくれたのはありがたいが、それよりも
常駐の騎士団部隊を配備してもらえんかね
もちろん覚者でも構わないよ","I appreciate you coming, but more than that,
couldn't they station a permanent Knight Order unit here?
An Arisen would do just fine, too.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,13,Lifeless Villager
0,,"こんな辺境――神殿から離れた土地じゃあ
竜力がまったく届かなくてね","In a backwater like this—far from the temple,
the dragon's power doesn't reach us at all.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,14,Lifeless Villager
0,,"白竜さまが守ってくれないなら
せめて騎士団くらい置いてもらわないと","If the White Dragon won't protect us,
then at least leave us a Knight Order unit.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,15,Lifeless Villager
0,,"このあたりに住んでいると
神殿から見捨てられたような気になる
どうして移住しないのか――
のんきな連中はそう思うのだろうな","Living out here makes you feel
like you've been abandoned by the temple.
"Why don't you just move?"—
that's what carefree people must think.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,16,Brandon
0,,"忘れないでほしいのは
ここはずっと人間の土地だったってことだ
俺達にとっては先祖伝来の土地よ","Don't forget this:
this has always been human land.
For us, it's land handed down from our ancestors.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,17,Brandon
0,,"つまり、俺たちは相当頑張って
ここに人間ありってことを魔物どもに
知らしめているってわけだ","In other words, we're working damn hard
to make sure those monsters know
that humans still live here.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,18,Brandon
0,,"神殿のあんたらも、少しは協力してくれよ
明け渡すのなんか、簡単だぞ？","You folks at the temple could stand to help a little too.
Handing this place over would be easy, you know?",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,19,Brandon
0,,"はぁああ、嘆願にはもっと早く
反応してもらえると嬉しいんだがね","Ugh… I wish you'd respond to petitions
a little more quickly.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,20,Emporio
0,,"我々がいなくなったら、このあたりは
未開の地と同じだろう？
完全にオークの天下というわけだ","If we were gone, this area would be no different
from an uncharted wilderness, wouldn't it?
It'd be completely ruled by orcs.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,21,Emporio
0,,"そうなったら何が起こっても
情報は入らないんだが、そこをもう少しばかり
解ってもらえないかね――ふうう","If that happens, no information will come through
no matter what occurs.
Couldn't you understand that just a little more? —Ugh...",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,22,Emporio
0,,"ご苦労さんだったね
お茶でも飲んでいくかい？","You've worked hard.
Care for some tea before you go?",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,23,Sunny
0,,"あっははは、とは言ってもろくな葉っぱ
は取れないし、水も泥臭いけどね
一番いいのを出すから、我慢しておくれよ！","Ahahaha—though we can't get decent leaves,
and the water tastes muddy too.
I'll give you the best we have, so bear with it!",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,24,Sunny
0,,"ご苦労さまです
あなたはきちんとした人みたいで
安心しました","Thank you for your hard work.
You seem like a proper person,
which is a relief.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,25,Johann
0,,"前に来た騎士団の方々は
この村を辺鄙だの廃村だのおっしゃった
挙句、オークを見て逃げ帰ってしまいまして","The Knight Order members who came before
called this village remote and abandoned,
then ran away when they saw the orcs.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,26,Johann
0,,"とてもではありませんが、誠意ある行い
ではありませんでした
臆病な私ですら言葉を失いましたから","You'd be hard pressed to say
they have acted in good faith.
Even a coward like me was left speechless.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,27,Johann
0,,"こんなところにはね――夢も希望もないよ
どうして住んでいるのかって聞かれても
困っちゃうけどね
新しい生活に踏み出すのが億劫で――","In a place like this, there are no dreams or hope.
When people ask why we live here,
it's hard to answer.
Starting a new life just feels exhausting...",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,28,Lifeless Villager
0,,"ふむ――浮かない顔だな
まあ、わからないでもない","Hmm... you look down.
I can understand why.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,29,Joseph
0,,"辺境の様子はわたしが若い頃でさえ
あまり良いものではなかった
残念なことだが――現実だ","Even when I was young,
conditions in the frontier were never very good.
Regrettable as it is—that's reality.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,30,Joseph
0,,"ふむ――浮かない顔だな
まあ、わからないでもない","Hmm... you look down.
I can understand why.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,31,Joseph
0,,"辺境の様子はわたしが若い頃でさえ
あまり良いものではなかった","Even when I was young,
conditions in the frontier were never very good.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,32,Joseph
0,,"覚者や騎士団を送れば
少しは改善されるだろうが
やはり竜力が届かないことには
豊かな村の再生は難しいのだ","Sending Arisen or the Knight Order
would improve things somewhat,
but without the dragon's power reaching them,
reviving a prosperous village is difficult.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,33,Joseph
0,,"あんな村はレスタニア全土にたくさんある
我々が彼らに報いるのは目先の利益ではなく
白竜の早い回復に貢献すること――
わたしはそう信じているのだ","There are many villages like that across all of Lestania.
What we owe them isn't short-term gain,
but contributing to the White Dragon's swift recovery—
that's what I believe.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,34,Joseph
0,,"ふむ――浮かない顔だな
まあ、わからないでもない","Hmm... you look down.
I can understand why.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,35,Joseph
0,,"辺境の様子はわたしが若い頃でさえ
あまり良いものではなかった","Even when I was young,
conditions in the frontier were never very good.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,36,Joseph
0,,"覚者や騎士団を送れば
少しは改善されるだろうが
やはり竜力が届かないことには
豊かな村の再生は難しいのだ","Sending Arisen or the Knight Order
would improve things somewhat,
but without the dragon's power reaching them,
reviving a prosperous village is difficult.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,37,Joseph
0,,"あんな村はレスタニア全土にたくさんある
我々が彼らに報いるのは目先の利益ではなく
白竜の早い回復に貢献すること――
わたしはそう信じているのだ","There are many villages like that across all of Lestania.
What we owe them isn't short-term gain,
but contributing to the White Dragon's swift recovery—
that's what I believe.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,38,Joseph
0,,"ともあれ、ご苦労だった
おまえがあの村を訪ねることは
もうないかもしれないが――けして忘れるな","In any case, you've done well.
You may never visit that village again,
but never forget it.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,39,Joseph
0,,"こんな時代も悪くない――
神殿にはそんなことを思って軽薄に暮らす
者たちが多いが、彼らは、辺境の苦しみなど
何も知らないのだ","Times like these aren't so bad...
Many in the temple live lightly, thinking as much,
but they know nothing
of the suffering in the frontier.",ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,40,Joseph
0,,おまえにはそうはなって欲しくないからな,I don't want you to become like that.,ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,41,Joseph
0,,どうした――村人が首を長くして待っているぞ？,What's wrong? The villagers are waiting anxiously.,ui\00_message\quest\q20000012.gmd,\quest\q20000012.arc,q20000012.arc,42,Joseph
0,,"あのね――
森の、わたしの大好きな場所に
魔物が集まっているみたいなの
荒らされたら悲しいから退治してくれる？","Um...
it looks like monsters are gathering
in my favorite place in the forest.
I'd be sad if it were ruined... could you defeat them?",ui\00_message\quest\q20000013.gmd,\quest\q20000013.arc,q20000013.arc,0,Mayleaf
0,,"覚者さんなら、きっと簡単だと思うな
お願い！","I think it'd be easy for you, Arisen.
Please!",ui\00_message\quest\q20000013.gmd,\quest\q20000013.arc,q20000013.arc,1,Mayleaf
0,,"あのね――
森の、わたしの大好きな場所に
魔物が集まっているみたいなの
荒らされたら切ないから退治してくれる？","Um...
it looks like monsters are gathering
in my favorite place in the forest.
It'd break my heart if it were ruined... could you defeat them?",ui\00_message\quest\q20000013.gmd,\quest\q20000013.arc,q20000013.arc,2,Mayleaf
0,,"覚者さんなら、きっと簡単だと思うな
ううん、ちょっと大変かも
でも、お願い！","I think it'd be easy for you, Arisen.
Well... maybe a little hard.
But please!",ui\00_message\quest\q20000013.gmd,\quest\q20000013.arc,q20000013.arc,3,Mayleaf
0,,"あのね――
森の、わたしの大好きな場所に
魔物が集まっているみたいなの
荒らされたら悔しいから退治してくれる？","Um...
it looks like monsters are gathering
in my favorite place in the forest.
I'd be so upset if it were ruined... could you defeat them?",ui\00_message\quest\q20000013.gmd,\quest\q20000013.arc,q20000013.arc,4,Mayleaf
