0,,"覚者さまのように感情を体で表現したくて
日々、お傍で観察しています！","I want to express emotions through my body like you do, Arisen,
so I observe you closely every day!",ui\00_message\pawn\talk\stage\feature9001\persona01.gmd,\pw_talk\pt_feature9001_persona01.arc,pt_feature9001_persona01.arc,39
0,,"あの、覚者さま――いつも観察しててごめんなさい
でも、ほら、いろんな表現を学んだんですよ！
これで、普通に見えるでしょうか？
普通の人みたいに――","Um, Arisen—I'm sorry for always observing you.
But look, I've learned many forms of expression!
Do I look normal now?
Like a normal person—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,53
0,,"覚者さまがいつも飲んでいるガラエキスやお薬って
どんなお味なんですか？
いえ――何となく、気になって――","The Gala Extract and medicines you always take, Arisen—
what do they taste like?
No—it just made me curious—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,54
0,,"最近、自分がわがままなんじゃないか、って
気になるんです――
わがままなポーン、なんて――おかしいですよね
ポーンにはやりたいことなんてないはずなのに――","Lately, I worry that I might be selfish—
a selfish pawn—that's strange, isn't it?
Pawns shouldn't have things they want to do—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,55
0,,"あの――最近本を読んでいるんです
それによると、植物は得る養分に偏りがあるとき
適応するため、変異を起こしやすいそうなんです
あ、戦い以外でも役立つ知識が欲しいなと思って――","Um—I've been reading books lately.
According to them, when plants have an imbalance in nutrients,
they tend to mutate in order to adapt.
Ah, I thought I'd like knowledge useful beyond combat—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,56
0,,"覚者さま、ポーン遠征隊ってすごいんですよ――！
びっくりするようなお宝が見つかることも
あるそうです――クランに入っていたら
忘れずに派遣してくださいね","Arisen, pawn expedition teams are amazing!
They say you can find astonishing treasures—
if you're in a clan,
please don't forget to dispatch them.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,57
0,,"ポーンが主人にお願いごとをするのって
その、きっと、変ですよね
あの――覚者さまはお嫌ですか？
お嫌なら――や、やめます――","A pawn asking their master for favors—
that's probably strange, isn't it?
Um—do you dislike it, Arisen?
If you do—n-never mind, I'll stop—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,58
0,,"ダンジョンでたまに見る、古い紙みたいなもの
なんか――怖いです
集めてみたら、呪いの本だったりしそうで――","Those old paper-like things you sometimes see in dungeons—
they're kind of scary.
If you collected them, they might turn out to be cursed books—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,59
0,,"あ――ありがとうございます！
ご一緒に写真を撮るの、楽しみです！","Ah—thank you very much!
I'm looking forward to taking a picture together!",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,60
0,,"うぅ――そ、そうですよね
わがまま言って、ごめんなさい
もっと素敵な場所、考えておきますね――","Ugh—y-you're right.
Sorry for being selfish.
I'll think of a nicer place—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,61
0,,"覚者さま――あの
行きたくなくなってしまわれましたか――？","Arisen—um,
have you changed your mind about going—?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,62
0,,"あの――自分は、とっても楽しかったです
また、連れて行ってくださいますか――？","Um—I had a really great time.
Will you take me along again—?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,63
0,,"あ、あの――
呼んでくださって、ありがとうございます","Um—
thank you for calling me.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,64
0,,もし――覚者さまがよろしければ、なのですが,"If—if it pleases you, Arisen—",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,65
0,,"今の自分の戦い方――
もっと強くなるためにはどうすればいいか
覚者さまに聞けたらな、と思って","My current fighting style—
I was hoping to ask you, Arisen,
what I should do to become stronger.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,66
0,,"はい――よろしくお願いします
がんばりますから！","Yes—please guide me.
I'll do my best!",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,67
0,,"そう、ですか――わかりました
もう少し、一人でがんばってみます","I see—understood.
I'll try a bit harder on my own.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,68
0,,"<VAL>に
ついて、ですね
自分は――どうすれば良いですか？","About <VAL>, then—
what should I do?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,69
0,,"はい――！　それでは、今度からは
<VAL>については、
<VAL>ように
すればいいんですね？","Yes! Then from now on,
regarding <VAL>,
I should do it <VAL>, right?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,70
0,,"はい――！　それでは、今度からは
<VAL>に対しては、
<VAL>の使用頻度を
<VAL>ようにすればいいんですね？","Yes! Then from now on,
against <VAL>,
I should adjust the frequency of <VAL>
to <VAL>, right?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,71
0,,"はい――！　それでは、今度からは
<VAL>ことの
<VAL>は、今よりも<VAL>ように
すればいいんですね？","Yes! Then from now on,
regarding <VAL>,
I should make it <VAL> more than before, right?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,72
0,,"はい――！　それでは、今度からは
<VAL>ように
すればいいんですね？","Yes! Then from now on,
I should do it <VAL>, right?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,73
0,,"他には――
他にはどうすればいいですか、覚者さま？","Is there anything else—
what else should I do, Arisen?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,74
0,,"すっごく勉強になりました――
ありがとうございます、覚者さま！
あの――また、お願いしてもいいでしょうか","I learned so much—
thank you very much, Arisen!
Um—may I ask you again sometime?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,75
0,,"あ、あ、あの――ごめんなさい、緊張しちゃって
その――呼んでくださって、ありがとうございます
よかったらこれからも、そのベルを鳴らして
戦いの相談――させてもらえたら嬉しいです","Ah, um—sorry, I'm nervous.
Um—thank you for calling me.
If you'd like, please keep ringing that bell
so I can ask you about combat—I'd be happy to.",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,76
0,,"えっと――それでは、今度からは
<VAL>は
自分にお任せ――で良いでしょうか？","Um—then from now on,
shall I leave <VAL> to myself?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,77
0,,"えっと――それでは、今度からは
<VAL>について
<VAL>に対する行動は
自分にお任せ――で良いでしょうか？","Um—then from now on,
regarding <VAL>,
may I leave my actions toward <VAL> to my own judgment?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,78
0,,"はい――！　それでは、今度からは
<VAL>に対しては、
<VAL>の使用頻度を
<VAL>ようにすればいいんですね？","Yes! Then from now on,
against <VAL>,
I should adjust the frequency of <VAL>
to <VAL>, right?",ui\00_message\pawn\talk\stage\feature9001\persona02.gmd,\pw_talk\pt_feature9001_persona02.arc,pt_feature9001_persona02.arc,79
0,,マスター、今日は私から戦技のご提案があります！,"Master, today I have a combat technique to propose!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,0
0,,"マスターにお仕えしてきたおかげで
私の意思疎通力が上がりました！","Thanks to serving the Master,
my communication skills have improved!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,1
0,,マスター、新しい表現方法を思いつきました！,"Master, I've thought of a new way of expressing myself!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,2
0,,マスター、これからもよろしくお願いします！,"Master, please take care of me from here on as well!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,3
0,,"マスター、見てくださいこの髪型！
どうです、お気に召しましたか？","Master, look at this hairstyle!
How is it—do you like it?",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,4
0,,"ありがとうございます！
髪型を変えた甲斐がありました！
これからずっとこの髪型で冒険する事をお望みなら
ぜひ《美容院》に行きましょう、マスター！","Thank you very much!
It was worth changing my hairstyle!
If you wish to adventure with this hairstyle from now on,
let's go to the Hair Salon, Master!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,5
0,,"そうですか――
そんなに前の髪型がお好きだったのですね！","I see—
so you liked my previous hairstyle that much!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,6
0,,"マスター、実は――
より一層の鍛錬のため
<COL b92828><NAME ITEM><VAL> 個</COL>が必要なのです！
もしお持ちでしたら、私にいただけないでしょうか？","Master, actually— 
for the sake of even greater training, I require <COL b92828><NAME ITEM><VAL> units</COL>! 
If you have them, might you give them to me?",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,7
0,,"おお、ありがとうございます！
必ずや、いただいた分以上の働きをお見せします！","Oh, thank you very much!
I swear I will show you results worth far more than what you have given!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,8
0,,"そ、そうですか――
次はいただけるよう、己を磨くのみです","I-I see—
then all I can do is refine myself so that I may receive them next time.",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,9
0,,"マスター、<COL b92828><NAME ITEM></COL>
<COL b92828><VAL> 個</COL>が足りないようです
い、いえ、マスターのお気持ちだけで
胸いっぱいですとも！","Master, it seems that <COL b92828><NAME ITEM></COL> <COL b92828><VAL> units</COL> are lacking. 
N-no, truly— your feelings alone are more than enough for me!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,10
0,,"実は、マスターにお披露目したいものがあります！
外で軽く運動でもしてきていただけませんか？","Actually, there is something I wish to show you, Master!
Would you go outside and do some light exercise with me?",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,11
0,,"マ、マスター！
本当に私をパートナー解除なさるのですか？","M-Master!
Are you truly ending our partnership?",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,12
0,,マスター！　ご機嫌いかがですか？,Master! How are you feeling today?,ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,13
0,,"本日も快晴です、マスター！
冴え渡った空が気持ちいいですよ！","It's clear again today, Master!
The crisp sky feels wonderful!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,14
0,,"覚者様の強さがポーンより大幅に離れていると、
ポーンが積める戦いの経験量が増えるそうですよ！
なるほど、これならポーンがすぐに覚者様をお守り
できるようになるという訳ですね！","When an Arisen's strength far surpasses that of their pawn,
the amount of combat experience the pawn can gain increases, apparently!
I see—this means pawns can quickly grow strong enough
to protect their Arisen!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,15
0,,"マスター、そろそろご出発ですか？
ぜひ私をお供に――！
早く冒険したくてウズウズしております！","Master, are you departing soon?
Please allow me to accompany you—!
I'm itching to set out on an adventure!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,16
0,,"マスター、お疲れ様です！
ご飯とお風呂、どちらになさいますか？
それとも――まずは鍛練でしょうか？","Master, welcome back!
Will it be a meal or a bath?
Or—perhaps training first?",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,17
0,,"はい、マスター！
どこまでもお供しますよ！","Yes, Master!
I will follow you anywhere!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,18
0,,"安全な部屋でのんびり過ごす――
たまにはこういう時間も良いものですね！","Spending time relaxing in a safe room—
this kind of time is nice once in a while!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,19
0,,"マスターのポーンでいられて、私は幸せ者です
――本当に、そう思っているんですよ！？","I am fortunate to be your pawn, Master.
—I truly mean that, you know!?",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,20
0,,"ここ、覚者専用のお部屋なのですよね？
ポーンが入ったりしていいのだろうか――
いや、マスターに招き入れていただいたのだから
きっとこれでいいはず――","This is an Arisen-exclusive room, isn't it?
Is it really alright for a pawn to enter—?
No, since Master invited me inside,
surely this must be fine—",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,21
0,,"1284――1285――1286――ふう
日々の鍛練を怠っていては
いざという時マスターをお守りできませんからね！","1284—1285—1286—whew.
If I neglect my daily training,
I won't be able to protect you when it matters, Master!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,22
0,,"はい、マスター！
ご用でしょうか！","Yes, Master!
Did you call for me?",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,23
0,,"最近、少しづつマスターのお気持ちを
感じられるようになってきました！
これで身も心も最強のポーンへ
一歩近付いたような気がします！","Lately, I've begun to sense your feelings little by little, Master!
I feel like I've taken one step closer
to becoming the strongest pawn in both body and mind!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,24
0,,"あ、マスター！
今、後世に伝えるべきマスターの武勇伝を
選んでいたのですが――
あぁ！　どれかを選ぶことなどできません！","Ah, Master!
I was selecting which of your heroic deeds
should be passed down to future generations—
but ah! I cannot possibly choose just one!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,25
0,,あははっ――くすぐったいですよ、マスター！,"Ahaha— that tickles, Master!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,26
0,,"本日も冒険に出られるのですか？
さすがはマスター！　驚くべき強靭さですね
ですが、たまにはしっかり体を休めることも大切です","Are you heading out on another adventure today?
As expected of you, Master—such astounding vitality!
But it is also important to rest your body properly from time to time.",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,27
0,,"マスター、お出かけですね？
ぜひ私にお供させてください！
――留守宅を守れと言われればそうしますが
やはりマスターと共に冒険に出たいのです","Master, you're heading out, aren't you?
Please allow me to accompany you!
—If you order me to guard the home, I will obey,
but I truly wish to adventure by your side.",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,28
0,,"本日もお出かけで？
この身を張ってでもお守りいたします！","Heading out again today?
I will protect you even at the cost of my life!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,29
0,,"はい、マスター！
私はいつでも貴方のお傍に――","Yes, Master!
I will always be by your side—
",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,30
0,,"おお！　どうされましたか？
マスターの手は、いつも暖かいですね！","Oh! What is it?
Your hand is always warm, Master!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,31
0,,"例え永遠に留守を預かる事になろうと
それが私の使命であれば！
――ですが、やはりマスターと共に
冒険に出たいだろうとは思いますね","Even if I were to guard the home forever,
if that were my mission!
—but even so, I believe I would still wish
to go adventuring with you, Master.",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,32
0,,"マスター、誠に申し訳ございません！
庭に仔グリフィンが出没していたのですが
剣を抜くどころか、あやしてしまい――
――その愛らしい反応に見入ってしまうとは！","Master, I sincerely apologize!
A young griffin appeared in the garden,
and instead of drawing my sword, I soothed it—
—to think I would be captivated by such an adorable reaction!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,33
0,,"――あぁ、マスター！
お庭の動物たち、こちらに興味があるようです
エモートを試してご覧になられましたか？
きっと可愛らしい反応を返してくれることでしょう！","—Ah, Master!
The animals in the garden seem interested in us.
Have you tried using emotes?
I'm sure they'll respond adorably!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,34
0,,"クラフトを任されたり、一緒に冒険に行くことで
マスターへの理解が深まるのを感じます！","By being entrusted with crafting and adventuring together,
I feel my understanding of you deepening, Master!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,35
0,,"レスタニアパペットは嫌いではないのですが――
ああ！ 考えただけで揺さぶりたい！","I don't dislike Lestanian puppets, but—
ah! Just thinking about them makes me want to shake them!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,36
0,,"クラフトを任せるポーンを
適当に選んではいませんか？
我々ポーンも、それぞれ能力が異なります！
適材適所が一番です！","Are you choosing pawns for crafting at random?
We pawns each have different abilities!
The right person for the right task is best!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,37
0,,"神殿の外で
戦技の切り替えを行えるそうですよ！
多種多様な技、どんどん使っていきましょう！","Apparently, you can switch combat skills
even outside the temple!
Let's make use of a wide variety of techniques!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,38
0,,"マスターが気持ちを体で表現されること
いいなと思って、日々見つめています！","I admire how you express your feelings through your body, Master,
so I watch you every day!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,39
0,,"マスターに出会わなかったら
私は――他の覚者様と出会って
そして冒険していたのだろうか――？
わっ、こんな事考えるなんて変ですね！","If I had never met you, Master,
would I have met another Arisen
and gone on adventures with them—?
Ah—thinking such things is strange, isn't it!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,40
0,,"マスターのお傍にいても恥ずかしく思われないように
実は流行には気を付けているつもりなのです
特に髪型にはこだわりがありまして！","So that you won't feel embarrassed having me by your side, Master,
I do try to keep up with fashion.
I'm especially particular about hairstyles!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,41
0,,"マスター、もっと《鍛錬の小部屋》をお使いください
あそこは私が責任を持って掃除していますから
自由にふるまってくださいね！
大量のタルを破壊しても大丈夫です！","Master, please make greater use of the Training Room.
I personally take responsibility for cleaning it,
so feel free to act as you like!
Even smashing lots of barrels is fine!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,42
0,,さあ、行きましょう！,"Come now, let's go!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,43
0,,お願い聞いてくれないんですか？,Won't you listen to my request?,ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,44
0,,早くいきましょう！,Let's hurry!,ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,45
0,,"ありがとうございます、マスター！
それでは、いただけるまで
お待ちしております","Thank you very much, Master!
Then, I shall wait until I may receive it.",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,46
0,,"な、なんと――
申し訳ございません、マスター！
私としたことが、我儘を言ってしまうとは","W-what—
I'm terribly sorry, Master!
To think that I of all people would be selfish—",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,47
0,,"ありがとうございます！
これで、もっとマスターにふさわしいポーンに
近付けるはずです！","Thank you very much!
With this, I should be able to grow closer
to becoming a pawn worthy of you, Master!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,48
0,,"マスター、お願いしていたあの品について
進捗はいかがでしょうか？
いえ、急がせるつもりなど毛頭ございません――！","Master, how is the progress
on the item I requested?
N-no, I have no intention of rushing you at all!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,49
0,,"マスター、お帰りなさいませ！
ウェアをお洗濯しておきました
それから、装備の手入れも済ませてあります","Welcome back, Master!
I've washed your gear,
and I've also finished maintaining your equipment.",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,50
0,,"マスター、お帰りなさいませ！
床を磨いておきましたよ
滑らないように気を付けてくださいね！","Welcome back, Master!
I polished the floors.
Please be careful not to slip!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,51
0,,"マスターが竜になられたら
私たちのことは忘れてしまわれるのでしょうか――？
最近、変なことばかり考えて鍛錬が手につきません
あぁ、弛んでいる証拠ですね！","If you were to become a dragon, Master,
would you forget about us—?
Lately, I've been distracted by strange thoughts and can't focus on training.
Ah, that's proof that I'm growing lax!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,52
0,,"いつもマスターを観察していたおかげで
たくさんの表現を身につけられました！
これでかなり人に近付いたはずです！","Thanks to always observing you, Master,
I've learned many forms of expression!
I should be much closer to being human now!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,53
0,,"この間、人のように味覚や嗅覚で楽しんでみようと
道端に生えていた草を食んでみたんです！
すると――苦く、食べられた物ではありませんでした
人に近付くというのは――長く険しい道なのですね","The other day, I tried enjoying taste and smell like a human,
so I ate some grass growing by the roadside!
But—it was bitter and inedible.
Becoming closer to humans truly is a long and difficult path.",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,54
0,,"マスター――実は最近、マスターと共にここへ
行きたいだとか、あれを食べてみたいだとか――
そういうことを考えてしまうんです！
妙なことを考えるようになったものです","Master—recently, I find myself thinking
that I want to go here with you, or try eating that—
I keep having thoughts like these!
I've begun thinking such strange things.",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,55
0,,"最近、鍛錬だけでなく読書も大切にしているんです！
書物によると、植物への追肥は
量を質で補うことも可能――なのだとか！
文武両道のポーンへ、一歩近付いた気がします！","Lately, I've been valuing reading as well as training!
According to books, supplemental fertilization for plants
can compensate quantity with quality.
I feel I've taken a step toward becoming a well-rounded pawn!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,56
0,,"マスター、ポーン遠征隊をご存知ですか？
クラン拠点からポーンを探索に派遣できるとか――
私を派遣していただければ、かならずや掘り出し物を
お持ちしてご覧に入れますよ！","Master, do you know about pawn expedition teams?
Apparently, you can dispatch pawns to explore from the clan base—
if you dispatch me, I will surely bring back valuable finds to show you!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,57
0,,"マスターはお優しいから、きっと私が何かを
お願いしても聞いてくださるのでしょうが――
はねのけていただいて、かまいません！
覚者たるもの、ポーンを甘やかしてはいけないのです","You are kind, Master, so you would surely grant my requests—
but it's fine if you brush them aside!
An Arisen must not spoil their pawn.",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,58
0,,"マスター、奇妙な内容が記された書物が
たまにダンジョン内に落ちているのをご存知ですか？
一体何なのでしょう――全部集めてみたら
分かるかもしれませんね！","Master, did you know that books with strange contents
are sometimes found in dungeons?
What could they be, I wonder—
perhaps if we gathered them all, we'd find out!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,59
0,,"ありがとうございます、マスター！
それでは、早速出かけましょう！","Thank you very much, Master!
Then let us head out at once!",ui\00_message\pawn\talk\stage\feature9001\persona03.gmd,\pw_talk\pt_feature9001_persona03.arc,pt_feature9001_persona03.arc,60
